timestamp_ms,rssi
299282,-32
299511,-32
299740,-33
299969,-32
300198,-31
300428,-34
300657,-34
300886,-32
301115,-32
301344,-32
301574,-31
301808,-31
302038,-32
302267,-31
302496,-31
302725,-30
302954,-31
303184,-31
303413,-33
303642,-33
303871,-32
304100,-33
304330,-32
304559,-31
304787,-32
305017,-31
305246,-33
305475,-33
305704,-33
305933,-34
306163,-33
306392,-31
306621,-33
306852,-32
307081,-33
307311,-33
307540,-34
307769,-31
307998,-33
308228,-33
308457,-33
308686,-33
308915,-31
309144,-32
309374,-34
309603,-33
309832,-32
310061,-32
310290,-33
310520,-32
310749,-32
310978,-31
311207,-32
311436,-31
311665,-30
311895,-32
312124,-31
312359,-32
312588,-31
312817,-33
313046,-32
313275,-31
313505,-33
313734,-33
313963,-32
314192,-31
314422,-31
314651,-32
314880,-33
315109,-32
315339,-32
315568,-31
315797,-32
316026,-32
316255,-32
316485,-31
316714,-32
316943,-32
317172,-32
317402,-31
317631,-32
317860,-33
318089,-32
318319,-31
318548,-32
318777,-32
319006,-32
319236,-32
319465,-32
319694,-33
319923,-33
320152,-31
320381,-32
320610,-32
320840,-30
321069,-32
321298,-32
321527,-32
321757,-33
321986,-32
322215,-32
322444,-33
322674,-32
322903,-34
323137,-33
323367,-32
323596,-32
323825,-33
324054,-31
324283,-34
324513,-32
324742,-33
324971,-31
325200,-30
325430,-32
325659,-33
325889,-32
326118,-33
326348,-32
326577,-34
326806,-33
327035,-32
327264,-31
327494,-32
327723,-32
327952,-32
328181,-32
328411,-34
328640,-31
328869,-32
329098,-34
329328,-32
329557,-33
329786,-32
330015,-33
330244,-34
330474,-32
330703,-32
330932,-32
331161,-31
331390,-32
331619,-32
331848,-33
332077,-32
332307,-32
332536,-31
332765,-33
332994,-34
333224,-32
333453,-31
333688,-32
333917,-32
334146,-32
334375,-32
334605,-33
334834,-32
335063,-31
335292,-32
335522,-31
335751,-32
335980,-32
336209,-32
336439,-34
336668,-33
336897,-33
337126,-32
337355,-32
337584,-31
337814,-31
338043,-32
338272,-32
338501,-32
338730,-33
338962,-31
339191,-32
339420,-32
339649,-34
339879,-32
340108,-32
340337,-32
340566,-32
340796,-31
341025,-33
341254,-31
341483,-33
341712,-31
341942,-31
342171,-31
342400,-32
342629,-33
342859,-32
343087,-31
343316,-32
343546,-32
343775,-33
344004,-32
344233,-33
344468,-32
344697,-30
344926,-31
345156,-32
345385,-31
345614,-33
345843,-33
346073,-32
346302,-32
346532,-31
346761,-32
346990,-32
347219,-32
347448,-32
347678,-31
347907,-32
348136,-31
348365,-32
348594,-31
348823,-34
349052,-32
349281,-33
349511,-32
349740,-30
349969,-31
350198,-31
350427,-31
350657,-32
350886,-31
351115,-32
351344,-32
351573,-32
351803,-33
352032,-32
352261,-32
352490,-33
352719,-32
352949,-32
353178,-31
353407,-32
353636,-32
353865,-32
354095,-32
354324,-32
354553,-32
354782,-32
355017,-32
355246,-32
355476,-33
355705,-32
355934,-32
356163,-32
356393,-32
356622,-31
356851,-34
357080,-32
357310,-31
357539,-32
357768,-32
357997,-32
358226,-32
358456,-31
358685,-32
358914,-30
359143,-32
359373,-30
359602,-32
359831,-34
360060,-32
360290,-32
360519,-32
360748,-32
360977,-32
361207,-32
361436,-32
361665,-32
361894,-32
362123,-32
362353,-31
362582,-33
362811,-33
363040,-31
363270,-32
363499,-32
363728,-31
363957,-31
364186,-33
364416,-32
364645,-32
364874,-31
365103,-32
365333,-32
365562,-32
365796,-32
366025,-32
366254,-32
366483,-31
366713,-33
366942,-31
367171,-32
367400,-32
367629,-31
367859,-30
368088,-33
368317,-31
368546,-32
368776,-32
369005,-31
369234,-33
369463,-32
369692,-31
369923,-33
370152,-31
370381,-33
370610,-33
370839,-31
371071,-33
371300,-33
371529,-32
371758,-31
371988,-33
372217,-33
372447,-32
372676,-32
372905,-32
373134,-32
373363,-32
373593,-31
373822,-32
374051,-31
374280,-33
374509,-32
374739,-31
374968,-33
375197,-32
375426,-32
375655,-31
375884,-32
376114,-31
376348,-31
376578,-32
376807,-32
377036,-32
377265,-32
377494,-31
377723,-33
377952,-33
378182,-32
378411,-30
378640,-33
378869,-32
379099,-31
379328,-32
379557,-31
379786,-32
380015,-32
380245,-31
380474,-31
380703,-31
380932,-31
381162,-32
381392,-31
381621,-32
381850,-31
382080,-34
382309,-32
382538,-31
382767,-32
382997,-31
383226,-31
383455,-31
383684,-31
383914,-32
384143,-33
384372,-31
384601,-31
384831,-33
385060,-33
385289,-33
385518,-32
385747,-32
385977,-33
386206,-32
386435,-31
386664,-31
386894,-33
387128,-32
387357,-32
387587,-33
387816,-32
388045,-32
388274,-31
388504,-30
388733,-32
388962,-33
389191,-32
389421,-32
389650,-32
389879,-32
390108,-31
390338,-31
390567,-31
390796,-31
391025,-32
391255,-32
391484,-32
391713,-32
391942,-32
392172,-32
392401,-32
392630,-32
392858,-34
393088,-32
393317,-32
393547,-32
393776,-32
394005,-32
394234,-33
394464,-31
394693,-32
394922,-33
395152,-32
395381,-32
395610,-32
395839,-31
396068,-31
396298,-33
396527,-32
396756,-32
396985,-32
397214,-32
397444,-31
397684,-32
397914,-32
398143,-32
398372,-32
398601,-32
398830,-32
399060,-31
399289,-32
399518,-31
399747,-30
399977,-31
400206,-33
400434,-32
400664,-33
400893,-31
401122,-31
401352,-32
401581,-33
401810,-32
402039,-30
402268,-31
402498,-30
402727,-32
402956,-32
403185,-32
403417,-32
403646,-31
403875,-30
404104,-32
404334,-31
404563,-32
404792,-32
405021,-33
405251,-33
405480,-33
405709,-31
405938,-31
406167,-32
406396,-31
406625,-31
406855,-32
407084,-31
407313,-30
407542,-31
407772,-31
408001,-30
408230,-31
408464,-32
408693,-32
408922,-32
409151,-30
409381,-30
409610,-31
409839,-32
410068,-31
410298,-32
410527,-31
410756,-31
410985,-32
411214,-31
411444,-31
411673,-33
411901,-33
412131,-33
412360,-32
412589,-30
412818,-33
413048,-31
413277,-32
413506,-32
413735,-33
413965,-32
414194,-35
414423,-32
414652,-32
414881,-33
415111,-31
415340,-31
415569,-32
415799,-31
416029,-33
416258,-32
416487,-32
416716,-33
416945,-33
417175,-31
417404,-33
417633,-32
417863,-31
418092,-31
418321,-31
418550,-32
418780,-31
419009,-33
419244,-30
419473,-31
419702,-31
419931,-31
420161,-30
420390,-31
420619,-31
420848,-30
421077,-31
421307,-32
421536,-33
421765,-32
421995,-30
422224,-32
422453,-31
422682,-32
422911,-31
423141,-32
423370,-33
423599,-31
423828,-33
424058,-31
424287,-32
424516,-31
424745,-32
424975,-31
425204,-32
425433,-32
425662,-33
425891,-32
426121,-32
426350,-34
426579,-31
426808,-33
427037,-31
427266,-31
427496,-31
427725,-30
427954,-31
428183,-32
428412,-31
428642,-33
428871,-33
429100,-31
429329,-32
429558,-32
429792,-32
430022,-33
430251,-35
430480,-32
430709,-32
430939,-34
431168,-32
431397,-31
431626,-31
431856,-32
432085,-30
432314,-33
432543,-31
432773,-30
433001,-31
433231,-30
433460,-31
433689,-31
433918,-33
434148,-32
434377,-32
434606,-31
434835,-32
435064,-32
435294,-32
435525,-31
435754,-31
435983,-31
436212,-31
436441,-31
436671,-31
436900,-31
437129,-31
437358,-31
437587,-31
437817,-31
438046,-31
438275,-31
438504,-31
438733,-33
438962,-31
439191,-34
439420,-31
439650,-32
439879,-32
440108,-32
440337,-32
440571,-33
440800,-31
441030,-32
441259,-31
441488,-30
441717,-32
441946,-33
442176,-31
442405,-33
442634,-31
442863,-33
443093,-33
443322,-32
443551,-33
443780,-33
444009,-31
444239,-31
444467,-31
444696,-31
